Date,High,Low,Open,Close,Volume,Adj Close
2021-08-23,78.4800033569336,76.56999969482422,78.23999786376953,76.80000305175781,1640966,76.80000305175781
2021-08-24,78.97000122070312,76.93000030517578,77.19999694824219,78.41999816894531,1257941,78.41999816894531
2021-08-25,78.98999786376953,77.41999816894531,78.3499984741211,78.0,812763,78.0
2021-08-26,78.22000122070312,76.69000244140625,77.25,77.94000244140625,1194444,77.94000244140625
2021-08-27,78.48999786376953,77.33999633789062,78.27999877929688,78.27999877929688,743213,78.27999877929688
2021-08-30,79.23999786376953,77.77999877929688,78.5999984741211,79.05000305175781,1169183,79.05000305175781
2021-08-31,81.18000030517578,79.44000244140625,79.4800033569336,80.37000274658203,2253954,80.37000274658203
2021-09-01,81.55999755859375,79.1500015258789,81.33999633789062,79.47000122070312,1310032,79.47000122070312
2021-09-02,80.0,79.30000305175781,79.69000244140625,79.41999816894531,808924,79.41999816894531
2021-09-03,80.30000305175781,79.0199966430664,79.9000015258789,79.4000015258789,1009621,79.4000015258789
2021-09-06,80.33999633789062,79.45999908447266,79.51000213623047,79.8499984741211,588953,79.8499984741211
2021-09-07,80.9800033569336,79.83000183105469,79.9000015258789,80.47000122070312,1024387,80.47000122070312
