Date,Open,High,Low,Close,Adj Close,Volume
2017-12-01,293.065613,293.065613,286.030609,287.574890,261.118134,15024218
2017-12-04,292.722412,295.124603,287.574890,288.432800,261.897125,12224591
2017-12-05,290.491791,294.266693,288.947601,289.977112,263.299377,10512183
2017-12-06,287.746490,290.491791,286.030609,288.432800,261.897125,18842101
2017-12-07,289.805511,290.148712,287.231689,289.462311,262.831940,12975150
2017-12-08,288.947601,289.805511,285.687500,287.746490,261.273956,10454753
2017-12-11,288.089600,289.290710,284.486389,284.829498,258.625305,10593356
2017-12-12,285.859100,287.403290,285.001099,286.888611,260.494995,14757256
2017-12-13,285.687500,289.805511,285.515900,287.403290,260.962341,15926630
2017-12-14,286.545410,287.746490,281.569489,282.427399,256.444183,13157052
2017-12-15,282.770508,288.604401,282.770508,285.172699,258.936951,20794785
2017-12-18,286.202209,293.751892,285.515900,293.580292,266.571075,10785469
2017-12-19,293.237213,299.242615,293.237213,295.810913,268.596436,18406962
2017-12-20,295.124603,296.154114,292.550812,293.065613,266.103729,9151739
2017-12-21,293.580292,293.923492,291.864502,292.722412,265.792053,8795529
2017-12-22,289.462311,294.953003,289.462311,294.953003,267.817474,3731677
2017-12-27,295.467804,295.810913,288.604401,291.521301,264.701477,7902830
2017-12-28,292.207703,292.207703,289.633911,290.491791,263.766663,8798627
2017-12-29,291.178192,292.722412,290.491791,290.663391,263.922516,9497576
2018-01-02,289.633911,289.977112,284.829498,289.084808,262.489166,12893572
2018-01-03,289.565308,293.065613,289.084808,292.104706,265.231171,9496952
2018-01-04,293.134186,296.771790,292.104706,294.850098,267.723999,11403093
2018-01-05,294.163696,297.046295,291.143799,296.497314,269.219727,11427268
2018-01-08,296.428589,298.968109,296.428589,298.075806,270.652985,13060222
2018-01-09,299.105286,299.242615,295.124603,297.458099,270.092072,9047379
2018-01-10,296.016815,297.252197,287.163086,287.918091,261.429779,14615611
2018-01-11,288.261200,291.281097,287.094513,290.731995,263.984802,13108951
2018-01-12,291.624298,298.144501,291.555603,295.399109,268.222534,14413445
2018-01-15,295.948212,296.977692,292.653809,293.614685,266.602234,4424999
2018-01-16,294.644196,294.918701,291.830200,292.928314,265.979034,6545469
2018-01-17,293.683289,317.911011,293.408813,308.851288,280.437103,24278750
2018-01-18,311.596710,312.214386,302.399811,303.154694,275.264618,16166594
2018-01-19,303.360596,311.047607,302.674286,306.380493,278.193634,10164246
2018-01-22,304.115601,304.733307,300.203491,300.477997,272.834167,7429377
2018-01-23,301.095703,301.438904,297.183594,300.889801,273.208099,10724056
2018-01-24,299.997589,299.997589,295.467804,295.673706,268.471863,11024052
2018-01-25,295.536407,295.879608,287.574890,289.633911,262.987701,9465291
2018-01-26,290.937897,295.467804,289.290710,293.683289,266.664581,9638011
2018-01-29,293.683289,300.752594,292.791107,295.810913,268.596436,12759658
2018-01-30,293.889191,299.997589,293.408813,294.918701,267.786285,11289443
2018-01-31,296.771790,301.301605,295.742310,299.242615,271.712402,9861657
2018-02-01,300.066193,302.536987,298.075806,299.242615,271.712402,10849143
2018-02-02,300.066193,303.291992,296.154114,296.840393,269.531189,9637661
2018-02-05,293.545990,293.545990,285.927704,288.261200,261.741302,12541809
2018-02-06,277.622986,286.065002,275.220795,281.397888,255.509430,24108528
2018-02-07,284.005890,286.408112,280.986115,284.280487,258.126801,12910695
2018-02-08,283.388214,285.309998,281.946899,283.113708,257.067352,13943809
2018-02-09,280.711487,283.456909,278.240692,279.338898,253.639862,9558112
2018-02-12,282.564606,286.133606,282.358704,283.251007,257.192078,14142718
2018-02-13,282.770508,286.682709,282.701904,283.868713,257.752960,8351079
2018-02-14,284.554993,286.545410,279.682007,281.603790,255.696350,30844458
2018-02-15,283.731415,288.673004,282.770508,288.329895,261.803650,26545511
2018-02-16,290.457489,291.075195,284.554993,285.584503,259.310822,17969826
2018-02-19,285.996307,286.476807,283.662811,284.623596,258.438354,8315141
2018-02-20,285.927704,289.084808,285.790405,288.467102,261.928284,9212144
2018-02-21,285.309998,290.800690,285.309998,289.565308,262.925415,13760753
2018-02-22,288.467102,289.222107,285.035400,288.123993,261.616699,8195844
2018-02-23,287.918091,289.084808,284.966797,287.163086,260.744232,15469365
2018-02-26,285.721802,292.791107,285.172699,291.624298,264.794983,14622378
2018-02-27,291.555603,293.614685,290.388885,292.516510,265.605103,14153336
2018-02-28,290.937897,292.791107,288.123993,288.123993,261.616699,9759281
2018-03-01,284.898193,290.114288,282.084198,284.143188,258.002167,12279060
2018-03-02,280.574310,281.878296,278.309387,280.505615,254.699249,13600284
