Date,High,Low,Open,Close,Volume,Adj Close
2021-08-23,114.30000305175781,110.96299743652344,112.0,113.73999786376953,46712145,113.73999786376953
2021-08-24,118.27999877929688,114.0999984741211,114.30000305175781,118.27999877929688,46354380,118.27999877929688
2021-08-25,120.56999969482422,113.7959976196289,118.54000091552734,116.4800033569336,55529088,116.4800033569336
2021-08-26,117.94000244140625,114.5,115.68000030517578,116.05999755859375,26115670,116.05999755859375
2021-08-27,116.77999877929688,114.13999938964844,115.68000030517578,116.73999786376953,23153722,116.73999786376953
2021-08-31,116.23999786376953,113.37999725341797,115.4000015258789,114.86000061035156,45427815,114.86000061035156
2021-09-01,117.05999755859375,114.62000274658203,115.76000213623047,114.94000244140625,31972441,114.94000244140625
2021-09-02,115.54199981689453,113.44000244140625,114.9000015258789,114.23999786376953,26275422,114.23999786376953
2021-09-03,114.37999725341797,111.6510009765625,113.91999816894531,111.69999694824219,20848875,111.69999694824219
2021-09-06,113.9800033569336,112.04000091552734,112.58000183105469,112.04000091552734,13227179,112.04000091552734
2021-09-07,113.45999908447266,109.19999694824219,112.54000091552734,110.87999725341797,18397655,110.87999725341797
