Date,High,Low,Open,Close,Volume,Adj Close
2021-08-23,20.31999969482422,20.09000015258789,20.09000015258789,20.270000457763672,1014200,20.270000457763672
2021-08-24,20.459999084472656,20.1299991607666,20.15999984741211,20.360000610351562,2090400,20.360000610351562
2021-08-25,20.40999984741211,20.290000915527344,20.3700008392334,20.34000015258789,1599000,20.34000015258789
2021-08-26,20.229999542236328,19.959999084472656,20.190000534057617,20.010000228881836,1269400,20.010000228881836
2021-08-27,20.3799991607666,20.030000686645508,20.030000686645508,20.290000915527344,1949700,20.290000915527344
2021-08-30,20.280000686645508,20.010000228881836,20.280000686645508,20.010000228881836,1347100,20.010000228881836
2021-08-31,20.100000381469727,19.81999969482422,20.010000228881836,20.020000457763672,2974500,20.020000457763672
2021-09-01,20.190000534057617,19.860000610351562,19.8799991607666,20.049999237060547,3080800,20.049999237060547
2021-09-02,20.329999923706055,20.110000610351562,20.1299991607666,20.219999313354492,1441300,20.219999313354492
2021-09-03,20.420000076293945,20.239999771118164,20.389999389648438,20.280000686645508,1673200,20.280000686645508
2021-09-07,20.31999969482422,19.8700008392334,20.239999771118164,19.8799991607666,3133500,19.8799991607666
