Date,High,Low,Open,Close,Volume,Adj Close
2021-08-23,93.51000213623047,92.94999694824219,93.45999908447266,92.95999908447266,0.0,92.95999908447266
2021-08-24,93.08000183105469,92.80999755859375,92.98999786376953,92.88999938964844,0.0,92.88999938964844
2021-08-25,93.12999725341797,92.80999755859375,92.87999725341797,92.83000183105469,0.0,92.83000183105469
2021-08-26,93.08000183105469,92.80999755859375,92.83000183105469,93.05999755859375,0.0,93.05999755859375
2021-08-27,93.18000030517578,92.62999725341797,93.02999877929688,92.69000244140625,0.0,92.69000244140625
2021-08-30,92.79000091552734,92.5999984741211,92.68000030517578,92.6500015258789,0.0,92.6500015258789
2021-08-31,92.75,92.4000015258789,92.70999908447266,92.62999725341797,0.0,92.62999725341797
2021-09-01,92.79000091552734,92.37999725341797,92.66000366210938,92.44999694824219,0.0,92.44999694824219
2021-09-02,92.54000091552734,92.20999908447266,92.51000213623047,92.2300033569336,0.0,92.2300033569336
2021-09-03,92.26000213623047,91.94999694824219,92.22000122070312,92.04000091552734,0.0,92.04000091552734
2021-09-07,92.56999969482422,92.0999984741211,92.19999694824219,92.5199966430664,0.0,92.5199966430664
