Date,High,Low,Open,Close,Volume,Adj Close
2021-08-23,196.0,193.5,196.0,194.5399932861328,646747,194.5399932861328
2021-08-24,199.74000549316406,195.39999389648438,196.17999267578125,198.75999450683594,786125,198.75999450683594
2021-08-25,202.25,198.0,199.3800048828125,199.6999969482422,559333,199.6999969482422
2021-08-26,201.4499969482422,197.52000427246094,198.60000610351562,200.0,621505,200.0
2021-08-27,200.8000030517578,198.6999969482422,200.0500030517578,200.75,458406,200.75
2021-08-30,202.25,200.8000030517578,201.35000610351562,201.0,305524,201.0
2021-08-31,203.85000610351562,199.17999267578125,202.35000610351562,201.3000030517578,844760,201.3000030517578
2021-09-01,204.35000610351562,199.97999572753906,203.8000030517578,201.0500030517578,664934,201.0500030517578
2021-09-02,203.3000030517578,199.97999572753906,202.5,202.6999969482422,687429,202.6999969482422
2021-09-03,204.0,201.25,202.8000030517578,201.89999389648438,566843,201.89999389648438
2021-09-06,204.10000610351562,201.5500030517578,202.39999389648438,202.14999389648438,446084,202.14999389648438
2021-09-07,202.4499969482422,199.9600067138672,201.8000030517578,200.39999389648438,591998,200.39999389648438
