Date,High,Low,Open,Close,Volume,Adj Close
2021-08-23,83.66000366210938,82.41999816894531,82.95999908447266,83.04000091552734,379537,83.04000091552734
2021-08-24,86.04000091552734,83.5,83.58000183105469,85.36000061035156,415744,85.36000061035156
2021-08-25,87.08000183105469,85.26000213623047,85.55999755859375,85.94000244140625,320632,85.94000244140625
2021-08-26,86.04000091552734,84.66000366210938,85.30000305175781,85.5,245214,85.5
2021-08-27,86.13999938964844,84.76000213623047,85.5,85.94000244140625,260080,85.94000244140625
2021-08-30,87.83999633789062,86.27999877929688,86.27999877929688,86.9000015258789,325058,86.9000015258789
2021-08-31,87.5199966430664,85.18000030517578,87.19999694824219,85.76000213623047,560408,85.76000213623047
2021-09-01,86.5,85.0,86.4000015258789,85.5199966430664,279415,85.5199966430664
2021-09-02,87.5,85.80000305175781,86.26000213623047,87.16000366210938,442393,87.16000366210938
2021-09-03,88.73999786376953,87.19999694824219,87.5,87.5999984741211,439368,87.5999984741211
2021-09-06,88.77999877929688,86.36000061035156,88.08000183105469,87.04000091552734,402018,87.04000091552734
2021-09-07,87.80000305175781,86.94000244140625,87.12000274658203,87.13999938964844,288335,87.13999938964844
